country,year,sex,age,suicides_no,suicides_rate
Colombia,2007,female,5-14 years,40,0.98
Colombia,2007,male,5-14 years,37,0.87
Colombia,2007,female,55-74 years,16,0.68
Colombia,2007,female,75+ years,3,0.56
Colombia,2008,male,75+ years,69,17.57
Colombia,2008,male,55-74 years,250,11.79
Colombia,2008,male,25-34 years,417,11.45
Colombia,2008,male,15-24 years,479,11.24
Colombia,2008,male,35-54 years,510,9.34
Colombia,2008,female,15-24 years,206,4.96
Colombia,2008,female,25-34 years,85,2.29
Colombia,2008,female,35-54 years,82,1.4
Colombia,2008,male,5-14 years,47,1.12
Colombia,2008,female,55-74 years,27,1.1
Colombia,2008,female,5-14 years,43,1.06
Colombia,2008,female,75+ years,5,0.9
Colombia,2009,male,75+ years,72,17.74
Colombia,2009,male,25-34 years,426,11.47
Colombia,2009,male,55-74 years,252,11.32
Colombia,2009,male,15-24 years,481,11.26
Colombia,2009,male,35-54 years,517,9.31
Colombia,2009,female,15-24 years,207,4.98
Colombia,2009,female,25-34 years,72,1.9
Colombia,2009,female,55-74 years,46,1.79
Colombia,2009,female,35-54 years,87,1.46
Colombia,2009,male,5-14 years,54,1.29
Colombia,2009,female,5-14 years,32,0.79
Colombia,2009,female,75+ years,3,0.52
Colombia,2010,male,75+ years,65,15.54
Colombia,2010,male,25-34 years,436,11.54
Colombia,2010,male,15-24 years,480,11.23
Colombia,2010,male,55-74 years,225,9.63
Colombia,2010,male,35-54 years,463,8.2
Colombia,2010,female,15-24 years,187,4.5
Colombia,2010,female,25-34 years,78,2.03
Colombia,2010,female,35-54 years,72,1.19
Colombia,2010,male,5-14 years,41,0.98
Colombia,2010,female,5-14 years,39,0.97
Colombia,2010,female,75+ years,5,0.84
Colombia,2010,female,55-74 years,16,0.59
Colombia,2011,male,75+ years,60,13.75
Colombia,2011,male,15-24 years,450,10.54
Colombia,2011,male,25-34 years,382,9.95
Colombia,2011,male,55-74 years,231,9.45
Colombia,2011,male,35-54 years,498,8.67
Colombia,2011,female,15-24 years,159,3.83
Colombia,2011,female,25-34 years,69,1.77
Colombia,2011,female,35-54 years,87,1.41
Colombia,2011,female,55-74 years,29,1.03
Colombia,2011,male,5-14 years,41,0.98
Colombia,2011,female,5-14 years,34,0.85
Colombia,2011,female,75+ years,4,0.65
Colombia,2012,male,75+ years,69,15.21
Colombia,2012,male,15-24 years,486,11.42
Colombia,2012,male,25-34 years,412,10.59
Colombia,2012,male,55-74 years,266,10.41
Colombia,2012,male,35-54 years,455,7.78
Colombia,2012,female,15-24 years,151,3.65
Colombia,2012,female,25-34 years,73,1.85
Colombia,2012,female,55-74 years,41,1.39
Colombia,2012,female,35-54 years,83,1.33
Colombia,2012,male,5-14 years,44,1.06
Colombia,2012,female,75+ years,6,0.93
Colombia,2012,female,5-14 years,33,0.83
Colombia,2013,male,75+ years,69,14.68
Colombia,2013,male,15-24 years,450,10.62
Colombia,2013,male,55-74 years,260,9.73
Colombia,2013,male,25-34 years,381,9.69
Colombia,2013,male,35-54 years,462,7.77
Colombia,2013,female,15-24 years,141,3.43
Colombia,2013,female,25-34 years,81,2.04
Colombia,2013,female,35-54 years,101,1.59
Colombia,2013,female,55-74 years,41,1.33
Colombia,2013,male,5-14 years,41,0.99
Colombia,2013,female,5-14 years,36,0.91
Colombia,2013,female,75+ years,5,0.75
Colombia,2014,male,75+ years,83,17.07
Colombia,2014,male,15-24 years,480,11.38
Colombia,2014,male,55-74 years,283,10.12
Colombia,2014,male,25-34 years,395,9.96
Colombia,2014,male,35-54 years,477,7.89
Colombia,2014,female,15-24 years,132,3.23
Colombia,2014,female,25-34 years,82,2.05
Colombia,2014,female,55-74 years,43,1.34
Colombia,2014,female,35-54 years,82,1.27
Colombia,2014,male,5-14 years,37,0.9
Colombia,2014,female,75+ years,5,0.72
Colombia,2014,female,5-14 years,27,0.69
Colombia,2015,male,75+ years,82,16.33
Colombia,2015,male,15-24 years,473,11.27
Colombia,2015,male,55-74 years,317,10.83
Colombia,2015,male,25-34 years,379,9.49
Colombia,2015,male,35-54 years,560,9.12
Colombia,2015,female,15-24 years,176,4.32
Colombia,2015,female,25-34 years,111,2.75
Colombia,2015,female,35-54 years,96,1.46
Colombia,2015,female,75+ years,10,1.4
Colombia,2015,female,55-74 years,45,1.34
Colombia,2015,female,5-14 years,44,1.13
Colombia,2015,male,5-14 years,39,0.96
Costa Rica,1985,male,35-54 years,32,14.68
Costa Rica,1985,male,25-34 years,32,14.61
Costa Rica,1985,male,55-74 years,12,13.19
Costa Rica,1985,male,15-24 years,33,11.55
Costa Rica,1985,male,75+ years,1,7.69
Costa Rica,1985,female,15-24 years,8,2.91
Costa Rica,1985,female,25-34 years,3,1.4
Costa Rica,1985,female,35-54 years,3,1.39
Costa Rica,1985,female,55-74 years,1,1.03
Costa Rica,1985,male,5-14 years,2,0.66
Costa Rica,1985,female,5-14 years,1,0.35
Costa Rica,1985,female,75+ years,0,0.0
Costa Rica,1986,male,75+ years,3,22.56
Costa Rica,1986,male,35-54 years,48,21.48
Costa Rica,1986,male,55-74 years,20,21.44
Costa Rica,1986,male,25-34 years,26,11.58
Costa Rica,1986,male,15-24 years,20,6.82
Costa Rica,1986,female,15-24 years,7,2.48
Costa Rica,1986,female,55-74 years,1,1.01
Costa Rica,1986,female,25-34 years,2,0.91
Costa Rica,1986,female,35-54 years,2,0.9
Costa Rica,1986,female,5-14 years,1,0.34
Costa Rica,1986,male,5-14 years,1,0.32
Costa Rica,1986,female,75+ years,0,0.0
Costa Rica,1987,male,75+ years,5,35.71
Costa Rica,1987,male,35-54 years,34,14.52
Costa Rica,1987,male,25-34 years,29,12.34
Costa Rica,1987,male,15-24 years,22,7.17
Costa Rica,1987,male,55-74 years,7,7.16
Costa Rica,1987,female,25-34 years,8,3.48
Costa Rica,1987,female,15-24 years,7,2.37
Costa Rica,1987,female,35-54 years,5,2.16
Costa Rica,1987,female,5-14 years,2,0.65
Costa Rica,1987,female,55-74 years,0,0.0
Costa Rica,1987,female,75+ years,0,0.0
Costa Rica,1987,male,5-14 years,0,0.0
Costa Rica,1988,male,75+ years,4,27.97
Costa Rica,1988,male,35-54 years,49,20.39
Costa Rica,1988,male,55-74 years,14,13.94
Costa Rica,1988,male,25-34 years,32,13.26
Costa Rica,1988,male,15-24 years,22,6.98
Costa Rica,1988,female,15-24 years,8,2.64
Costa Rica,1988,female,25-34 years,6,2.54
Costa Rica,1988,female,35-54 years,3,1.26
Costa Rica,1988,female,5-14 years,0,0.0
Costa Rica,1988,female,55-74 years,0,0.0
Costa Rica,1988,female,75+ years,0,0.0
Costa Rica,1988,male,5-14 years,0,0.0
Costa Rica,1989,male,25-34 years,50,19.31
Costa Rica,1989,male,55-74 years,19,17.43
Costa Rica,1989,male,35-54 years,40,15.15
Costa Rica,1989,male,75+ years,2,12.5
Costa Rica,1989,male,15-24 years,23,7.85
Costa Rica,1989,female,15-24 years,12,4.26
Costa Rica,1989,female,35-54 years,9,3.44
Costa Rica,1989,female,25-34 years,7,2.79
Costa Rica,1989,female,55-74 years,1,0.87
Costa Rica,1989,female,5-14 years,2,0.6
Costa Rica,1989,male,5-14 years,2,0.57
Costa Rica,1989,female,75+ years,0,0.0
Costa Rica,1990,male,75+ years,5,26.32
Costa Rica,1990,male,35-54 years,49,17.75
Costa Rica,1990,male,55-74 years,15,13.27
Costa Rica,1990,male,15-24 years,35,11.9
Costa Rica,1990,male,25-34 years,31,11.61
Costa Rica,1990,female,75+ years,1,4.2
Costa Rica,1990,female,35-54 years,6,2.2
Costa Rica,1990,female,15-24 years,5,1.77
Costa Rica,1990,female,55-74 years,2,1.68
Costa Rica,1990,female,25-34 years,3,1.16
Costa Rica,1990,male,5-14 years,4,1.12
Costa Rica,1990,female,5-14 years,1,0.29
Costa Rica,1991,male,35-54 years,41,14.19
Costa Rica,1991,male,55-74 years,16,13.68
Costa Rica,1991,male,25-34 years,31,11.31
Costa Rica,1991,male,75+ years,2,10.53
Costa Rica,1991,male,15-24 years,15,5.03
Costa Rica,1991,female,15-24 years,10,3.5
Costa Rica,1991,female,35-54 years,6,2.09
Costa Rica,1991,female,25-34 years,3,1.12
Costa Rica,1991,male,5-14 years,1,0.27
Costa Rica,1991,female,5-14 years,0,0.0
Costa Rica,1991,female,55-74 years,0,0.0
Costa Rica,1991,female,75+ years,0,0.0
Costa Rica,1992,male,35-54 years,48,15.81
Costa Rica,1992,male,75+ years,3,14.85
Costa Rica,1992,male,55-74 years,15,12.35
Costa Rica,1992,male,25-34 years,30,10.68
Costa Rica,1992,male,15-24 years,28,9.3
Costa Rica,1992,female,25-34 years,12,4.4
Costa Rica,1992,female,15-24 years,5,1.73
Costa Rica,1992,female,55-74 years,2,1.56
Costa Rica,1992,female,35-54 years,4,1.33
Costa Rica,1992,male,5-14 years,2,0.53
Costa Rica,1992,female,5-14 years,0,0.0
Costa Rica,1992,female,75+ years,0,0.0
Costa Rica,1993,male,75+ years,8,37.56
Costa Rica,1993,male,35-54 years,47,14.76
Costa Rica,1993,male,55-74 years,18,14.33
Costa Rica,1993,male,25-34 years,38,13.26
Costa Rica,1993,male,15-24 years,26,8.5
Costa Rica,1993,female,25-34 years,9,3.24
Costa Rica,1993,female,35-54 years,9,2.86
Costa Rica,1993,female,55-74 years,3,2.27
Costa Rica,1993,female,15-24 years,6,2.05
Costa Rica,1993,female,5-14 years,0,0.0
Costa Rica,1993,female,75+ years,0,0.0
Costa Rica,1993,male,5-14 years,0,0.0
Costa Rica,1994,male,75+ years,5,22.42
Costa Rica,1994,male,35-54 years,44,13.18
Costa Rica,1994,male,25-34 years,36,12.38
Costa Rica,1994,male,55-74 years,15,11.55
Costa Rica,1994,male,15-24 years,30,9.63
Costa Rica,1994,female,15-24 years,10,3.35
Costa Rica,1994,female,25-34 years,9,3.2
Costa Rica,1994,female,55-74 years,3,2.19
Costa Rica,1994,female,35-54 years,7,2.12
Costa Rica,1994,male,5-14 years,3,0.77
Costa Rica,1994,female,5-14 years,0,0.0
Costa Rica,1994,female,75+ years,0,0.0
Costa Rica,1995,male,35-54 years,62,17.11
Costa Rica,1995,male,25-34 years,45,14.68
Costa Rica,1995,male,55-74 years,19,13.54
Costa Rica,1995,male,15-24 years,40,11.79
Costa Rica,1995,male,75+ years,2,8.4
Costa Rica,1995,female,15-24 years,13,4.03
Costa Rica,1995,female,35-54 years,11,3.08
Costa Rica,1995,female,55-74 years,4,2.73
Costa Rica,1995,female,25-34 years,7,2.36
Costa Rica,1995,male,5-14 years,5,1.21
Costa Rica,1995,female,5-14 years,1,0.25
Costa Rica,1995,female,75+ years,0,0.0
Costa Rica,1996,male,75+ years,8,27.1
Costa Rica,1996,male,25-34 years,60,19.98
Costa Rica,1996,male,15-24 years,47,14.65
Costa Rica,1996,male,35-54 years,49,12.46
Costa Rica,1996,male,55-74 years,19,12.15
Costa Rica,1996,female,15-24 years,11,3.52
Costa Rica,1996,female,25-34 years,6,2.01
Costa Rica,1996,female,55-74 years,2,1.21
Costa Rica,1996,female,35-54 years,4,1.02
Costa Rica,1996,male,5-14 years,2,0.5
Costa Rica,1996,female,5-14 years,1,0.26
Costa Rica,1996,female,75+ years,0,0.0
Costa Rica,1997,male,55-74 years,28,17.25
Costa Rica,1997,male,75+ years,5,16.14
Costa Rica,1997,male,25-34 years,39,12.93
Costa Rica,1997,male,15-24 years,42,12.65
Costa Rica,1997,male,35-54 years,40,9.74
Costa Rica,1997,female,15-24 years,14,4.34
Costa Rica,1997,female,75+ years,1,2.47
Costa Rica,1997,female,35-54 years,6,1.46
Costa Rica,1997,female,25-34 years,4,1.33
Costa Rica,1997,male,5-14 years,5,1.23
Costa Rica,1997,female,55-74 years,1,0.58
Costa Rica,1997,female,5-14 years,2,0.51
Costa Rica,1998,male,75+ years,7,21.57
Costa Rica,1998,male,25-34 years,55,18.2
Costa Rica,1998,male,35-54 years,68,15.86
Costa Rica,1998,male,55-74 years,24,14.22
Costa Rica,1998,male,15-24 years,42,12.22
Costa Rica,1998,female,25-34 years,8,2.65
Costa Rica,1998,female,75+ years,1,2.36
Costa Rica,1998,female,15-24 years,6,1.8
Costa Rica,1998,female,35-54 years,5,1.17
Costa Rica,1998,male,5-14 years,4,0.97
Costa Rica,1998,female,55-74 years,1,0.56
Costa Rica,1998,female,5-14 years,2,0.51
Costa Rica,1999,male,35-54 years,80,17.92
Costa Rica,1999,male,25-34 years,52,17.16
Costa Rica,1999,male,55-74 years,27,15.35
Costa Rica,1999,male,75+ years,5,14.72
Costa Rica,1999,male,15-24 years,46,12.94
Costa Rica,1999,female,15-24 years,8,2.32
Costa Rica,1999,female,25-34 years,6,1.98
Costa Rica,1999,female,35-54 years,6,1.34
Costa Rica,1999,female,55-74 years,2,1.08
Costa Rica,1999,female,5-14 years,1,0.25
Costa Rica,1999,female,75+ years,0,0.0
Costa Rica,1999,male,5-14 years,0,0.0
Costa Rica,2000,male,75+ years,6,16.89
Costa Rica,2000,male,35-54 years,77,16.62
Costa Rica,2000,male,25-34 years,50,16.41
Costa Rica,2000,male,15-24 years,53,14.46
Costa Rica,2000,male,55-74 years,24,13.07
Costa Rica,2000,female,25-34 years,11,3.6
Costa Rica,2000,female,75+ years,1,2.15
Costa Rica,2000,female,15-24 years,7,1.97
Costa Rica,2000,female,55-74 years,3,1.56
Costa Rica,2000,female,35-54 years,5,1.07
Costa Rica,2000,female,5-14 years,1,0.25
Costa Rica,2000,male,5-14 years,1,0.24
Costa Rica,2001,male,75+ years,7,18.63
Costa Rica,2001,male,25-34 years,44,14.35
Costa Rica,2001,male,35-54 years,61,12.75
Costa Rica,2001,male,55-74 years,22,11.48
Costa Rica,2001,male,15-24 years,32,8.51
Costa Rica,2001,female,25-34 years,9,2.93
Costa Rica,2001,female,15-24 years,9,2.47
Costa Rica,2001,female,75+ years,1,2.04
Costa Rica,2001,female,35-54 years,8,1.66
Costa Rica,2001,male,5-14 years,4,0.96
Costa Rica,2001,female,5-14 years,1,0.25
Costa Rica,2001,female,55-74 years,0,0.0
Costa Rica,2002,male,75+ years,8,20.19
Costa Rica,2002,male,25-34 years,54,17.45
Costa Rica,2002,male,35-54 years,84,17.06
Costa Rica,2002,male,15-24 years,58,15.07
Costa Rica,2002,male,55-74 years,28,13.98
Costa Rica,2002,female,15-24 years,18,4.84
Costa Rica,2002,female,25-34 years,8,2.58
Costa Rica,2002,female,35-54 years,9,1.81
Costa Rica,2002,female,55-74 years,3,1.43
Costa Rica,2002,male,5-14 years,4,0.96
Costa Rica,2002,female,5-14 years,1,0.25
Costa Rica,2002,female,75+ years,0,0.0
Costa Rica,2003,male,75+ years,13,31.18
Costa Rica,2003,male,55-74 years,39,18.62
Costa Rica,2003,male,35-54 years,91,17.99
Costa Rica,2003,male,25-34 years,55,17.55
Costa Rica,2003,male,15-24 years,62,15.78
Costa Rica,2003,female,15-24 years,28,7.38
Costa Rica,2003,female,25-34 years,9,2.88
Costa Rica,2003,female,35-54 years,11,2.15
Costa Rica,2003,female,55-74 years,3,1.37
Costa Rica,2003,female,5-14 years,2,0.5
Costa Rica,2003,male,5-14 years,2,0.48
Costa Rica,2003,female,75+ years,0,0.0
Costa Rica,2004,male,35-54 years,104,20.06
Costa Rica,2004,male,55-74 years,42,19.19
Costa Rica,2004,male,25-34 years,60,18.84
Costa Rica,2004,male,15-24 years,68,17.01
Costa Rica,2004,male,75+ years,5,11.43
Costa Rica,2004,female,25-34 years,10,3.15
Costa Rica,2004,female,15-24 years,12,3.11
Costa Rica,2004,female,55-74 years,6,2.63
Costa Rica,2004,female,35-54 years,12,2.29
Costa Rica,2004,female,75+ years,1,1.77
Costa Rica,2004,female,5-14 years,3,0.76
Costa Rica,2004,male,5-14 years,2,0.48
Costa Rica,2005,male,35-54 years,98,18.48
Costa Rica,2005,male,55-74 years,35,15.34
Costa Rica,2005,male,25-34 years,48,14.77
Costa Rica,2005,male,15-24 years,44,10.85
Costa Rica,2005,male,75+ years,4,8.73
Costa Rica,2005,female,15-24 years,14,3.58
Costa Rica,2005,female,35-54 years,16,2.97
Costa Rica,2005,female,25-34 years,7,2.17
Costa Rica,2005,female,55-74 years,2,0.84
Costa Rica,2005,female,5-14 years,2,0.51
Costa Rica,2005,male,5-14 years,2,0.49
Costa Rica,2005,female,75+ years,0,0.0
Costa Rica,2006,male,35-54 years,123,22.7
Costa Rica,2006,male,25-34 years,61,18.32
Costa Rica,2006,male,55-74 years,37,15.62
Costa Rica,2006,male,15-24 years,63,15.33
Costa Rica,2006,male,75+ years,5,10.36
Costa Rica,2006,female,15-24 years,18,4.54
Costa Rica,2006,female,75+ years,2,3.21
Costa Rica,2006,female,25-34 years,10,3.03
Costa Rica,2006,female,35-54 years,14,2.54
Costa Rica,2006,female,55-74 years,6,2.43
Costa Rica,2006,male,5-14 years,6,1.47
Costa Rica,2006,female,5-14 years,5,1.28
Costa Rica,2007,male,35-54 years,90,16.3
Costa Rica,2007,male,25-34 years,53,15.49
Costa Rica,2007,male,55-74 years,32,13.03
Costa Rica,2007,male,15-24 years,46,11.09
Costa Rica,2007,male,75+ years,4,7.9
Costa Rica,2007,female,15-24 years,20,5.0
Costa Rica,2007,female,25-34 years,11,3.26
Costa Rica,2007,female,35-54 years,9,1.6
Costa Rica,2007,female,55-74 years,3,1.17
Costa Rica,2007,female,5-14 years,1,0.26
Costa Rica,2007,male,5-14 years,1,0.25
Costa Rica,2007,female,75+ years,0,0.0
Costa Rica,2008,male,35-54 years,101,17.97
Costa Rica,2008,male,15-24 years,52,12.46
Costa Rica,2008,male,55-74 years,31,12.19
Costa Rica,2008,male,25-34 years,38,10.79
Costa Rica,2008,male,75+ years,4,7.55
Costa Rica,2008,female,75+ years,2,2.94
Costa Rica,2008,female,15-24 years,9,2.24
Costa Rica,2008,female,55-74 years,5,1.88
Costa Rica,2008,female,35-54 years,10,1.75
Costa Rica,2008,female,25-34 years,6,1.73
Costa Rica,2008,female,5-14 years,2,0.52
Costa Rica,2008,male,5-14 years,1,0.25
Costa Rica,2009,male,25-34 years,60,16.57
Costa Rica,2009,male,35-54 years,86,15.05
Costa Rica,2009,male,15-24 years,51,12.17
Costa Rica,2009,male,55-74 years,32,12.12
Costa Rica,2009,male,75+ years,6,10.83
Costa Rica,2009,female,25-34 years,10,2.81
Costa Rica,2009,female,15-24 years,11,2.73
Costa Rica,2009,female,35-54 years,13,2.23
Costa Rica,2009,female,55-74 years,5,1.81
Costa Rica,2009,female,5-14 years,3,0.8
Costa Rica,2009,male,5-14 years,1,0.25
Costa Rica,2009,female,75+ years,0,0.0
Costa Rica,2010,male,25-34 years,74,19.92
Costa Rica,2010,male,35-54 years,106,18.24
Costa Rica,2010,male,55-74 years,36,13.09
Costa Rica,2010,male,75+ years,7,12.09
Costa Rica,2010,male,15-24 years,40,9.52
Costa Rica,2010,female,25-34 years,12,3.29
Costa Rica,2010,female,35-54 years,16,2.7
Costa Rica,2010,female,15-24 years,10,2.47
Costa Rica,2010,female,55-74 years,5,1.74
Costa Rica,2010,male,5-14 years,5,1.29
Costa Rica,2010,female,5-14 years,0,0.0
Costa Rica,2010,female,75+ years,0,0.0
Costa Rica,2011,male,25-34 years,72,18.95
Costa Rica,2011,male,75+ years,9,14.82
Costa Rica,2011,male,35-54 years,85,14.42
Costa Rica,2011,male,55-74 years,40,14.01
Costa Rica,2011,male,15-24 years,52,12.38
Costa Rica,2011,female,15-24 years,20,4.95
Costa Rica,2011,female,55-74 years,8,2.67
Costa Rica,2011,female,35-54 years,14,2.33
Costa Rica,2011,female,25-34 years,8,2.15
Costa Rica,2011,male,5-14 years,5,1.31
Costa Rica,2011,female,75+ years,1,1.29
Costa Rica,2011,female,5-14 years,2,0.55
Costa Rica,2012,male,35-54 years,94,15.7
Costa Rica,2012,male,25-34 years,55,14.18
Costa Rica,2012,male,15-24 years,58,13.83
Costa Rica,2012,male,55-74 years,40,13.45
Costa Rica,2012,male,75+ years,8,12.57
Costa Rica,2012,female,35-54 years,16,2.62
Costa Rica,2012,female,15-24 years,10,2.48
Costa Rica,2012,female,55-74 years,6,1.92
Costa Rica,2012,female,25-34 years,7,1.85
Costa Rica,2012,male,5-14 years,5,1.33
Costa Rica,2012,female,5-14 years,3,0.83
Costa Rica,2012,female,75+ years,0,0.0
Costa Rica,2013,male,25-34 years,75,18.97
Costa Rica,2013,male,75+ years,12,18.0
Costa Rica,2013,male,55-74 years,49,15.79
Costa Rica,2013,male,35-54 years,82,13.49
Costa Rica,2013,male,15-24 years,48,11.47
Costa Rica,2013,female,25-34 years,11,2.85
Costa Rica,2013,female,35-54 years,13,2.1
Costa Rica,2013,female,15-24 years,8,1.99
Costa Rica,2013,male,5-14 years,6,1.61
Costa Rica,2013,female,55-74 years,5,1.53
Costa Rica,2013,female,75+ years,1,1.18
Costa Rica,2013,female,5-14 years,1,0.28
Costa Rica,2014,male,55-74 years,46,14.2
Costa Rica,2014,male,35-54 years,76,12.32
Costa Rica,2014,male,25-34 years,49,12.19
Costa Rica,2014,male,15-24 years,43,10.33
Costa Rica,2014,male,75+ years,6,8.61
Costa Rica,2014,female,25-34 years,12,3.06
Costa Rica,2014,female,15-24 years,12,3.0
Costa Rica,2014,female,75+ years,2,2.26
Costa Rica,2014,female,35-54 years,11,1.75
Costa Rica,2014,female,55-74 years,5,1.47
Costa Rica,2014,female,5-14 years,3,0.85
Costa Rica,2014,male,5-14 years,3,0.81
Croatia,1995,male,75+ years,77,104.76
Croatia,1995,male,55-74 years,216,51.65
Croatia,1995,male,35-54 years,226,34.26
Croatia,1995,female,75+ years,39,26.39
Croatia,1995,male,25-34 years,89,24.99
Croatia,1995,male,15-24 years,73,21.86
Croatia,1995,female,55-74 years,99,18.2
Croatia,1995,female,35-54 years,65,10.0
Croatia,1995,female,25-34 years,21,6.0
Croatia,1995,female,15-24 years,17,5.28
Croatia,1995,male,5-14 years,6,1.83
Croatia,1995,female,5-14 years,1,0.32
Croatia,1996,male,75+ years,72,99.86
Croatia,1996,male,55-74 years,270,69.52
Croatia,1996,male,35-54 years,221,37.6
Croatia,1996,female,75+ years,40,27.68
Croatia,1996,male,25-34 years,90,26.31
Croatia,1996,male,15-24 years,80,25.71
Croatia,1996,female,55-74 years,115,22.12
Croatia,1996,female,35-54 years,65,10.92
Croatia,1996,female,25-34 years,22,6.51
Croatia,1996,female,15-24 years,18,6.0
Croatia,1996,male,5-14 years,5,1.57
Croatia,1996,female,5-14 years,3,0.99
Croatia,1997,male,75+ years,65,88.44
Croatia,1997,male,55-74 years,269,68.05
Croatia,1997,female,75+ years,55,37.39
Croatia,1997,male,35-54 years,223,37.29
